"name"	"code"	"region"
"中科三环"	"000970"	"sz"
"*ST高升"	"000971"	"sz"
"ST中基"	"000972"	"sz"
"佛塑科技"	"000973"	"sz"
"银泰资源"	"000975"	"sz"
"华铁股份"	"000976"	"sz"
"浪潮信息"	"000977"	"sz"
"桂林旅游"	"000978"	"sz"
"中弘退"	"000979"	"sz"
"众泰汽车"	"000980"	"sz"
"ST银亿"	"000981"	"sz"
"*ST中绒"	"000982"	"sz"
"西山煤电"	"000983"	"sz"
"大庆华科"	"000985"	"sz"
"越秀金控"	"000987"	"sz"
"华工科技"	"000988"	"sz"
"九芝堂"	"000989"	"sz"
"诚志股份"	"000990"	"sz"
"通海高科"	"000991"	"sz"
"闽东电力"	"000993"	"sz"
"*ST皇台"	"000995"	"sz"
"中国中期"	"000996"	"sz"
"新大陆"	"000997"	"sz"
"隆平高科"	"000998"	"sz"
"华润三九"	"000999"	"sz"
"宗申动力"	"001696"	"sz"
"招商港口"	"001872"	"sz"
"豫能控股"	"001896"	"sz"
"招商公路"	"001965"	"sz"
"招商蛇口"	"001979"	"sz"
"新和成"	"002001"	"sz"
"鸿达兴业"	"002002"	"sz"
"伟星股份"	"002003"	"sz"
"华邦健康"	"002004"	"sz"
"*ST德豪"	"002005"	"sz"
"精功科技"	"002006"	"sz"
"华兰生物"	"002007"	"sz"
"大族激光"	"002008"	"sz"
"天奇股份"	"002009"	"sz"
"传化智联"	"002010"	"sz"
"盾安环境"	"002011"	"sz"
"凯恩股份"	"002012"	"sz"
"中航机电"	"002013"	"sz"
"永新股份"	"002014"	"sz"
"协鑫能科"	"002015"	"sz"
"世荣兆业"	"002016"	"sz"
"东信和平"	"002017"	"sz"
"*ST华信"	"002018"	"sz"
"亿帆医药"	"002019"	"sz"
"京新药业"	"002020"	"sz"
"*ST中捷"	"002021"	"sz"
"科华生物"	"002022"	"sz"
"海特高新"	"002023"	"sz"
"苏宁易购"	"002024"	"sz"
"航天电器"	"002025"	"sz"
"山东威达"	"002026"	"sz"
"分众传媒"	"002027"	"sz"
"思源电气"	"002028"	"sz"
"七匹狼"	"002029"	"sz"
"达安基因"	"002030"	"sz"
"巨轮智能"	"002031"	"sz"
"苏泊尔"	"002032"	"sz"
"丽江旅游"	"002033"	"sz"
"旺能环境"	"002034"	"sz"
"华帝股份"	"002035"	"sz"
"联创电子"	"002036"	"sz"
"久联发展"	"002037"	"sz"
"双鹭药业"	"002038"	"sz"
"黔源电力"	"002039"	"sz"
"南京港"	"002040"	"sz"
"登海种业"	"002041"	"sz"
"华孚时尚"	"002042"	"sz"
"兔宝宝"	"002043"	"sz"
"美年健康"	"002044"	"sz"
"国光电器"	"002045"	"sz"
"轴研科技"	"002046"	"sz"
"宝鹰股份"	"002047"	"sz"
"宁波华翔"	"002048"	"sz"
"紫光国微"	"002049"	"sz"
"三花智控"	"002050"	"sz"
"中工国际"	"002051"	"sz"
"同洲电子"	"002052"	"sz"
"云南能投"	"002053"	"sz"
"德美化工"	"002054"	"sz"
"得润电子"	"002055"	"sz"
"横店东磁"	"002056"	"sz"
"中钢天源"	"002057"	"sz"
"威尔泰"	"002058"	"sz"
"云南旅游"	"002059"	"sz"
"粤水电"	"002060"	"sz"
"浙江交科"	"002061"	"sz"
"宏润建设"	"002062"	"sz"
"远光软件"	"002063"	"sz"
"华峰氨纶"	"002064"	"sz"
"东华软件"	"002065"	"sz"
"瑞泰科技"	"002066"	"sz"
"景兴纸业"	"002067"	"sz"
"黑猫股份"	"002068"	"sz"
"獐子岛"	"002069"	"sz"
"众和退"	"002070"	"sz"
"长城影视"	"002071"	"sz"
"*ST凯瑞"	"002072"	"sz"
"软控股份"	"002073"	"sz"
"国轩高科"	"002074"	"sz"
"沙钢股份"	"002075"	"sz"
"雪莱特"	"002076"	"sz"
"大港股份"	"002077"	"sz"
"太阳纸业"	"002078"	"sz"
"苏州固锝"	"002079"	"sz"
"中材科技"	"002080"	"sz"
"金螳螂"	"002081"	"sz"
"万邦德"	"002082"	"sz"
"孚日股份"	"002083"	"sz"
"海鸥住工"	"002084"	"sz"
"万丰奥威"	"002085"	"sz"
"ST东海洋"	"002086"	"sz"
"新野纺织"	"002087"	"sz"
"鲁阳节能"	"002088"	"sz"
"*ST新海"	"002089"	"sz"
"金智科技"	"002090"	"sz"
"江苏国泰"	"002091"	"sz"
"中泰化学"	"002092"	"sz"
"国脉科技"	"002093"	"sz"
"青岛金王"	"002094"	"sz"
"生意宝"	"002095"	"sz"
"南岭民爆"	"002096"	"sz"
"山河智能"	"002097"	"sz"
"浔兴股份"	"002098"	"sz"
"海翔药业"	"002099"	"sz"
"天康生物"	"002100"	"sz"
"广东鸿图"	"002101"	"sz"
"ST冠福"	"002102"	"sz"
"广博股份"	"002103"	"sz"
"恒宝股份"	"002104"	"sz"
"信隆健康"	"002105"	"sz"
"莱宝高科"	"002106"	"sz"
"沃华医药"	"002107"	"sz"
"沧州明珠"	"002108"	"sz"
"兴化股份"	"002109"	"sz"
"三钢闽光"	"002110"	"sz"
"威海广泰"	"002111"	"sz"
"三变科技"	"002112"	"sz"
"ST天润"	"002113"	"sz"
"罗平锌电"	"002114"	"sz"
"三维通信"	"002115"	"sz"
"中国海诚"	"002116"	"sz"
"东港股份"	"002117"	"sz"
"紫鑫药业"	"002118"	"sz"
"康强电子"	"002119"	"sz"
"韵达股份"	"002120"	"sz"
"科陆电子"	"002121"	"sz"
"*ST天马"	"002122"	"sz"
"梦网集团"	"002123"	"sz"
"天邦股份"	"002124"	"sz"
"湘潭电化"	"002125"	"sz"
"银轮股份"	"002126"	"sz"
"南极电商"	"002127"	"sz"
"露天煤业"	"002128"	"sz"
"中环股份"	"002129"	"sz"
"沃尔核材"	"002130"	"sz"
"利欧股份"	"002131"	"sz"
"恒星科技"	"002132"	"sz"
"广宇集团"	"002133"	"sz"
"天津普林"	"002134"	"sz"
"东南网架"	"002135"	"sz"
"安纳达"	"002136"	"sz"
"麦达数字"	"002137"	"sz"
"顺络电子"	"002138"	"sz"
"拓邦股份"	"002139"	"sz"
"东华科技"	"002140"	"sz"
"贤丰控股"	"002141"	"sz"
"宁波银行"	"002142"	"sz"
"*ST印纪"	"002143"	"sz"
"宏达高科"	"002144"	"sz"
"中核钛白"	"002145"	"sz"
"荣盛发展"	"002146"	"sz"
"ST新光"	"002147"	"sz"
"北纬科技"	"002148"	"sz"
"西部材料"	"002149"	"sz"
"通润装备"	"002150"	"sz"
"北斗星通"	"002151"	"sz"
"广电运通"	"002152"	"sz"
"石基信息"	"002153"	"sz"
"报喜鸟"	"002154"	"sz"
"湖南黄金"	"002155"	"sz"
"通富微电"	"002156"	"sz"
"正邦科技"	"002157"	"sz"
"汉钟精机"	"002158"	"sz"
"三特索道"	"002159"	"sz"
"常铝股份"	"002160"	"sz"
"远望谷"	"002161"	"sz"
"悦心健康"	"002162"	"sz"
"中航三鑫"	"002163"	"sz"
"宁波东力"	"002164"	"sz"
"红宝丽"	"002165"	"sz"
"莱茵生物"	"002166"	"sz"
"东方锆业"	"002167"	"sz"
"惠程科技"	"002168"	"sz"
"智光电气"	"002169"	"sz"
"芭田股份"	"002170"	"sz"
"楚江新材"	"002171"	"sz"
"澳洋健康"	"002172"	"sz"
"创新医疗"	"002173"	"sz"
"游族网络"	"002174"	"sz"
"*ST东网"	"002175"	"sz"
"江特电机"	"002176"	"sz"
"御银股份"	"002177"	"sz"
"延华智能"	"002178"	"sz"
"中航光电"	"002179"	"sz"
"纳思达"	"002180"	"sz"
"粤传媒"	"002181"	"sz"
"云海金属"	"002182"	"sz"
"怡亚通"	"002183"	"sz"
"海得控制"	"002184"	"sz"
"华天科技"	"002185"	"sz"
"全聚德"	"002186"	"sz"
"广百股份"	"002187"	"sz"
"*ST巴士"	"002188"	"sz"
"中光学"	"002189"	"sz"
"*ST集成"	"002190"	"sz"
"劲嘉股份"	"002191"	"sz"
"融捷股份"	"002192"	"sz"
"如意集团"	"002193"	"sz"
"武汉凡谷"	"002194"	"sz"
"二三四五"	"002195"	"sz"
"方正电机"	"002196"	"sz"
"证通电子"	"002197"	"sz"
"嘉应制药"	"002198"	"sz"
"东晶电子"	"002199"	"sz"
"*ST云投"	"002200"	"sz"
"九鼎新材"	"002201"	"sz"
"金风科技"	"002202"	"sz"
"海亮股份"	"002203"	"sz"
"大连重工"	"002204"	"sz"
"国统股份"	"002205"	"sz"
"海利得"	"002206"	"sz"
"ST准油"	"002207"	"sz"
"合肥城建"	"002208"	"sz"
"达意隆"	"002209"	"sz"
"*ST飞马"	"002210"	"sz"
"宏达新材"	"002211"	"sz"
"南洋股份"	"002212"	"sz"
"特尔佳"	"002213"	"sz"
"大立科技"	"002214"	"sz"
"诺普信"	"002215"	"sz"
"三全食品"	"002216"	"sz"
"合力泰"	"002217"	"sz"
"拓日新能"	"002218"	"sz"
"恒康医疗"	"002219"	"sz"
"ST天宝"	"002220"	"sz"
"东华能源"	"002221"	"sz"
"福晶科技"	"002222"	"sz"
"鱼跃医疗"	"002223"	"sz"
"三力士"	"002224"	"sz"
"濮耐股份"	"002225"	"sz"
"江南化工"	"002226"	"sz"
"奥特迅"	"002227"	"sz"
"合兴包装"	"002228"	"sz"
"鸿博股份"	"002229"	"sz"
"科大讯飞"	"002230"	"sz"
"奥维通信"	"002231"	"sz"
"启明信息"	"002232"	"sz"
"塔牌集团"	"002233"	"sz"
"民和股份"	"002234"	"sz"
"安妮股份"	"002235"	"sz"
"大华股份"	"002236"	"sz"
"恒邦股份"	"002237"	"sz"
"天威视讯"	"002238"	"sz"
"奥特佳"	"002239"	"sz"
"威华股份"	"002240"	"sz"
"歌尔股份"	"002241"	"sz"
"九阳股份"	"002242"	"sz"
"通产丽星"	"002243"	"sz"
"滨江集团"	"002244"	"sz"
"澳洋顺昌"	"002245"	"sz"
"北化股份"	"002246"	"sz"
"聚力文化"	"002247"	"sz"
"华东数控"	"002248"	"sz"
"大洋电机"	"002249"	"sz"
"联化科技"	"002250"	"sz"
"步步高"	"002251"	"sz"
"上海莱士"	"002252"	"sz"
"川大智胜"	"002253"	"sz"
"泰和新材"	"002254"	"sz"
"海陆重工"	"002255"	"sz"
"兆新股份"	"002256"	"sz"
"立立电子"	"002257"	"sz"
"利尔化学"	"002258"	"sz"
"*ST升达"	"002259"	"sz"
"*ST德奥"	"002260"	"sz"
"拓维信息"	"002261"	"sz"
"恩华药业"	"002262"	"sz"
"*ST东南"	"002263"	"sz"
"新华都"	"002264"	"sz"
"西仪股份"	"002265"	"sz"
"浙富控股"	"002266"	"sz"
"陕天然气"	"002267"	"sz"
"卫士通"	"002268"	"sz"
"美邦服饰"	"002269"	"sz"
"华明装备"	"002270"	"sz"
"东方雨虹"	"002271"	"sz"
"川润股份"	"002272"	"sz"
"水晶光电"	"002273"	"sz"
"华昌化工"	"002274"	"sz"
"桂林三金"	"002275"	"sz"
"万马股份"	"002276"	"sz"
"友阿股份"	"002277"	"sz"
"神开股份"	"002278"	"sz"
"久其软件"	"002279"	"sz"
"联络互动"	"002280"	"sz"
"光迅科技"	"002281"	"sz"
"博深股份"	"002282"	"sz"
"天润曲轴"	"002283"	"sz"
"亚太股份"	"002284"	"sz"
"世联行"	"002285"	"sz"
"保龄宝"	"002286"	"sz"
"奇正藏药"	"002287"	"sz"
"超华科技"	"002288"	"sz"
"*ST宇顺"	"002289"	"sz"
"*ST中科"	"002290"	"sz"
"星期六"	"002291"	"sz"
"奥飞娱乐"	"002292"	"sz"
"罗莱生活"	"002293"	"sz"
"信立泰"	"002294"	"sz"
"精艺股份"	"002295"	"sz"
"辉煌科技"	"002296"	"sz"
"博云新材"	"002297"	"sz"
"中电兴发"	"002298"	"sz"
"圣农发展"	"002299"	"sz"
"太阳电缆"	"002300"	"sz"
"齐心集团"	"002301"	"sz"
"西部建设"	"002302"	"sz"
"美盈森"	"002303"	"sz"
"洋河股份"	"002304"	"sz"
"南国置业"	"002305"	"sz"
"ST云网"	"002306"	"sz"
"北新路桥"	"002307"	"sz"
"威创股份"	"002308"	"sz"
"中利集团"	"002309"	"sz"
"东方园林"	"002310"	"sz"
"海大集团"	"002311"	"sz"
"三泰控股"	"002312"	"sz"
"日海智能"	"002313"	"sz"
"南山控股"	"002314"	"sz"
"焦点科技"	"002315"	"sz"
"亚联发展"	"002316"	"sz"
"众生药业"	"002317"	"sz"
"久立特材"	"002318"	"sz"
"乐通股份"	"002319"	"sz"
"海峡股份"	"002320"	"sz"
"华英农业"	"002321"	"sz"
"理工环科"	"002322"	"sz"
"*ST百特"	"002323"	"sz"
"普利特"	"002324"	"sz"
"洪涛股份"	"002325"	"sz"
"永太科技"	"002326"	"sz"
"富安娜"	"002327"	"sz"
"新朋股份"	"002328"	"sz"
"皇氏集团"	"002329"	"sz"
"得利斯"	"002330"	"sz"
"皖通科技"	"002331"	"sz"
"仙琚制药"	"002332"	"sz"
"*ST罗普"	"002333"	"sz"
"英威腾"	"002334"	"sz"
"科华恒盛"	"002335"	"sz"
"*ST人乐"	"002336"	"sz"
"赛象科技"	"002337"	"sz"
"奥普光电"	"002338"	"sz"
"积成电子"	"002339"	"sz"
"格林美"	"002340"	"sz"
"新纶科技"	"002341"	"sz"
"巨力索具"	"002342"	"sz"
"慈文传媒"	"002343"	"sz"
"海宁皮城"	"002344"	"sz"
"潮宏基"	"002345"	"sz"
"柘中股份"	"002346"	"sz"
"泰尔股份"	"002347"	"sz"
"高乐股份"	"002348"	"sz"
"精华制药"	"002349"	"sz"
"北京科锐"	"002350"	"sz"
"漫步者"	"002351"	"sz"
"顺丰控股"	"002352"	"sz"
"杰瑞股份"	"002353"	"sz"
"天神娱乐"	"002354"	"sz"
"兴民智通"	"002355"	"sz"
"*ST赫美"	"002356"	"sz"
"富临运业"	"002357"	"sz"
"森源电气"	"002358"	"sz"
"*ST北讯"	"002359"	"sz"
"同德化工"	"002360"	"sz"
"神剑股份"	"002361"	"sz"
"汉王科技"	"002362"	"sz"
"隆基机械"	"002363"	"sz"
"中恒电气"	"002364"	"sz"
"永安药业"	"002365"	"sz"
"台海核电"	"002366"	"sz"
"康力电梯"	"002367"	"sz"
"太极股份"	"002368"	"sz"
"卓翼科技"	"002369"	"sz"
"亚太药业"	"002370"	"sz"
"北方华创"	"002371"	"sz"
"伟星新材"	"002372"	"sz"
"千方科技"	"002373"	"sz"
"丽鹏股份"	"002374"	"sz"
"亚厦股份"	"002375"	"sz"
"新北洋"	"002376"	"sz"
"国创高新"	"002377"	"sz"
"章源钨业"	"002378"	"sz"
"宏创控股"	"002379"	"sz"
"科远智慧"	"002380"	"sz"
"双箭股份"	"002381"	"sz"
"蓝帆医疗"	"002382"	"sz"
"合众思壮"	"002383"	"sz"
"东山精密"	"002384"	"sz"
"大北农"	"002385"	"sz"
"天原集团"	"002386"	"sz"
"维信诺"	"002387"	"sz"
"新亚制程"	"002388"	"sz"
"航天彩虹"	"002389"	"sz"
"信邦制药"	"002390"	"sz"
"长青股份"	"002391"	"sz"
"北京利尔"	"002392"	"sz"
"力生制药"	"002393"	"sz"
"联发股份"	"002394"	"sz"
"双象股份"	"002395"	"sz"
"星网锐捷"	"002396"	"sz"
"梦洁股份"	"002397"	"sz"
"建研集团"	"002398"	"sz"
"海普瑞"	"002399"	"sz"
"省广集团"	"002400"	"sz"
"中远海科"	"002401"	"sz"
"和而泰"	"002402"	"sz"
"爱仕达"	"002403"	"sz"
"嘉欣丝绸"	"002404"	"sz"
"四维图新"	"002405"	"sz"
"远东传动"	"002406"	"sz"
"多氟多"	"002407"	"sz"
"齐翔腾达"	"002408"	"sz"
"雅克科技"	"002409"	"sz"
"广联达"	"002410"	"sz"
"延安必康"	"002411"	"sz"
"汉森制药"	"002412"	"sz"
"雷科防务"	"002413"	"sz"
"高德红外"	"002414"	"sz"
"海康威视"	"002415"	"sz"
"爱施德"	"002416"	"sz"
"深南股份"	"002417"	"sz"
"康盛股份"	"002418"	"sz"
"天虹股份"	"002419"	"sz"
"*ST毅昌"	"002420"	"sz"
"达实智能"	"002421"	"sz"
"科伦药业"	"002422"	"sz"
"中原特钢"	"002423"	"sz"
"贵州百灵"	"002424"	"sz"
"凯撒文化"	"002425"	"sz"
"胜利精密"	"002426"	"sz"
"*ST尤夫"	"002427"	"sz"
"云南锗业"	"002428"	"sz"
"兆驰股份"	"002429"	"sz"
"杭氧股份"	"002430"	"sz"
"棕榈股份"	"002431"	"sz"
"九安医疗"	"002432"	"sz"
"太安堂"	"002433"	"sz"
"万里扬"	"002434"	"sz"
"长江润发"	"002435"	"sz"
"兴森科技"	"002436"	"sz"
"誉衡药业"	"002437"	"sz"
"江苏神通"	"002438"	"sz"
"启明星辰"	"002439"	"sz"
"闰土股份"	"002440"	"sz"
"众业达"	"002441"	"sz"
"龙星化工"	"002442"	"sz"
"金洲管道"	"002443"	"sz"
"巨星科技"	"002444"	"sz"
"ST中南"	"002445"	"sz"
"盛路通信"	"002446"	"sz"
"晨鑫科技"	"002447"	"sz"
"中原内配"	"002448"	"sz"
"国星光电"	"002449"	"sz"
"*ST康得"	"002450"	"sz"
"摩恩电气"	"002451"	"sz"
"长高集团"	"002452"	"sz"
"华软科技"	"002453"	"sz"
"松芝股份"	"002454"	"sz"
"百川股份"	"002455"	"sz"
"欧菲光"	"002456"	"sz"
"青龙管业"	"002457"	"sz"
"益生股份"	"002458"	"sz"
"天业通联"	"002459"	"sz"
"赣锋锂业"	"002460"	"sz"
"珠江啤酒"	"002461"	"sz"
"嘉事堂"	"002462"	"sz"
"沪电股份"	"002463"	"sz"
"众应互联"	"002464"	"sz"
"海格通信"	"002465"	"sz"
"天齐锂业"	"002466"	"sz"
"二六三"	"002467"	"sz"
"申通快递"	"002468"	"sz"
"三维工程"	"002469"	"sz"
"金正大"	"002470"	"sz"
"中超控股"	"002471"	"sz"
"双环传动"	"002472"	"sz"
"圣莱达"	"002473"	"sz"
"榕基软件"	"002474"	"sz"
"立讯精密"	"002475"	"sz"
"宝莫股份"	"002476"	"sz"
"雏鹰退"	"002477"	"sz"
"常宝股份"	"002478"	"sz"
"富春环保"	"002479"	"sz"
"新筑股份"	"002480"	"sz"
"双塔食品"	"002481"	"sz"
"广田集团"	"002482"	"sz"
"润邦股份"	"002483"	"sz"
"江海股份"	"002484"	"sz"
"希努尔"	"002485"	"sz"
"嘉麟杰"	"002486"	"sz"
"大金重工"	"002487"	"sz"
"金固股份"	"002488"	"sz"
"浙江永强"	"002489"	"sz"
"山东墨龙"	"002490"	"sz"
"通鼎互联"	"002491"	"sz"
"恒基达鑫"	"002492"	"sz"
"荣盛石化"	"002493"	"sz"
"华斯股份"	"002494"	"sz"
"佳隆股份"	"002495"	"sz"
"辉丰股份"	"002496"	"sz"
"雅化集团"	"002497"	"sz"
"汉缆股份"	"002498"	"sz"
"*ST科林"	"002499"	"sz"
"山西证券"	"002500"	"sz"
"*ST利源"	"002501"	"sz"
"鼎龙文化"	"002502"	"sz"
"搜于特"	"002503"	"sz"
"弘高创意"	"002504"	"sz"
"大康农业"	"002505"	"sz"
"协鑫集成"	"002506"	"sz"
"涪陵榨菜"	"002507"	"sz"
"老板电器"	"002508"	"sz"
"天广中茂"	"002509"	"sz"
"天汽模"	"002510"	"sz"
"中顺洁柔"	"002511"	"sz"
"达华智能"	"002512"	"sz"
"蓝丰生化"	"002513"	"sz"
"宝馨科技"	"002514"	"sz"
"金字火腿"	"002515"	"sz"
"旷达科技"	"002516"	"sz"
"恺英网络"	"002517"	"sz"
"科士达"	"002518"	"sz"
"银河电子"	"002519"	"sz"
"日发精机"	"002520"	"sz"
"齐峰新材"	"002521"	"sz"
"浙江众成"	"002522"	"sz"
"天桥起重"	"002523"	"sz"
"光正集团"	"002524"	"sz"
"胜景山河"	"002525"	"sz"
"山东矿机"	"002526"	"sz"
"新时达"	"002527"	"sz"
"英飞拓"	"002528"	"sz"
"海源复材"	"002529"	"sz"
"金财互联"	"002530"	"sz"
"天顺风能"	"002531"	"sz"
"新界泵业"	"002532"	"sz"
"金杯电工"	"002533"	"sz"
"杭锅股份"	"002534"	"sz"
"林州重机"	"002535"	"sz"
"飞龙股份"	"002536"	"sz"
"海联金汇"	"002537"	"sz"
"司尔特"	"002538"	"sz"
"云图控股"	"002539"	"sz"
"亚太科技"	"002540"	"sz"
"鸿路钢构"	"002541"	"sz"
"中化岩土"	"002542"	"sz"
"万和电气"	"002543"	"sz"
"杰赛科技"	"002544"	"sz"
"东方铁塔"	"002545"	"sz"
"新联电子"	"002546"	"sz"
"春兴精工"	"002547"	"sz"
"金新农"	"002548"	"sz"
"凯美特气"	"002549"	"sz"
"千红制药"	"002550"	"sz"
"尚荣医疗"	"002551"	"sz"
"宝鼎科技"	"002552"	"sz"
"南方轴承"	"002553"	"sz"
"惠博普"	"002554"	"sz"
"三七互娱"	"002555"	"sz"
"辉隆股份"	"002556"	"sz"
"洽洽食品"	"002557"	"sz"
"巨人网络"	"002558"	"sz"
"亚威股份"	"002559"	"sz"
"通达股份"	"002560"	"sz"
"徐家汇"	"002561"	"sz"
"兄弟科技"	"002562"	"sz"
"森马服饰"	"002563"	"sz"
"天沃科技"	"002564"	"sz"
"顺灏股份"	"002565"	"sz"
"益盛药业"	"002566"	"sz"
"唐人神"	"002567"	"sz"
"百润股份"	"002568"	"sz"
"*ST步森"	"002569"	"sz"
"贝因美"	"002570"	"sz"
"德力股份"	"002571"	"sz"
"索菲亚"	"002572"	"sz"
"清新环境"	"002573"	"sz"
"明牌珠宝"	"002574"	"sz"
"群兴玩具"	"002575"	"sz"
"通达动力"	"002576"	"sz"
"雷柏科技"	"002577"	"sz"
"闽发铝业"	"002578"	"sz"
"中京电子"	"002579"	"sz"
"圣阳股份"	"002580"	"sz"
"未名医药"	"002581"	"sz"
"好想你"	"002582"	"sz"
"海能达"	"002583"	"sz"
"西陇科学"	"002584"	"sz"
"双星新材"	"002585"	"sz"
"ST围海"	"002586"	"sz"
"奥拓电子"	"002587"	"sz"
"史丹利"	"002588"	"sz"
"瑞康医药"	"002589"	"sz"
"万安科技"	"002590"	"sz"
"恒大高新"	"002591"	"sz"
"八菱科技"	"002592"	"sz"
"日上集团"	"002593"	"sz"
"比亚迪"	"002594"	"sz"
"豪迈科技"	"002595"	"sz"
"海南瑞泽"	"002596"	"sz"
"金禾实业"	"002597"	"sz"
"山东章鼓"	"002598"	"sz"
"盛通股份"	"002599"	"sz"
"领益智造"	"002600"	"sz"
"龙蟒佰利"	"002601"	"sz"
"世纪华通"	"002602"	"sz"
"以岭药业"	"002603"	"sz"
"*ST龙力"	"002604"	"sz"
"姚记科技"	"002605"	"sz"
"大连电瓷"	"002606"	"sz"
"中公教育"	"002607"	"sz"
"江苏国信"	"002608"	"sz"
"捷顺科技"	"002609"	"sz"
"爱康科技"	"002610"	"sz"
"东方精工"	"002611"	"sz"
"朗姿股份"	"002612"	"sz"
"北玻股份"	"002613"	"sz"
"奥佳华"	"002614"	"sz"
"哈尔斯"	"002615"	"sz"
"长青集团"	"002616"	"sz"
"露笑科技"	"002617"	"sz"
"丹邦科技"	"002618"	"sz"
"艾格拉斯"	"002619"	"sz"
"瑞和股份"	"002620"	"sz"
"美吉姆"	"002621"	"sz"
"融钰集团"	"002622"	"sz"
"亚玛顿"	"002623"	"sz"
"完美世界"	"002624"	"sz"
"光启技术"	"002625"	"sz"
"金达威"	"002626"	"sz"
"宜昌交运"	"002627"	"sz"
"成都路桥"	"002628"	"sz"
"*ST仁智"	"002629"	"sz"
"华西能源"	"002630"	"sz"
"德尔未来"	"002631"	"sz"
"道明光学"	"002632"	"sz"
"申科股份"	"002633"	"sz"
"棒杰股份"	"002634"	"sz"
"安洁科技"	"002635"	"sz"
"金安国纪"	"002636"	"sz"
"赞宇科技"	"002637"	"sz"
"勤上股份"	"002638"	"sz"
"雪人股份"	"002639"	"sz"
"跨境通"	"002640"	"sz"
"永高股份"	"002641"	"sz"
"*ST荣联"	"002642"	"sz"
"万润股份"	"002643"	"sz"
"佛慈制药"	"002644"	"sz"
"华宏科技"	"002645"	"sz"
"青青稞酒"	"002646"	"sz"
"仁东控股"	"002647"	"sz"
"卫星石化"	"002648"	"sz"
"博彦科技"	"002649"	"sz"
"加加食品"	"002650"	"sz"
"利君股份"	"002651"	"sz"
"扬子新材"	"002652"	"sz"
"海思科"	"002653"	"sz"
"万润科技"	"002654"	"sz"
"共达电声"	"002655"	"sz"
"摩登大道"	"002656"	"sz"
"中科金财"	"002657"	"sz"
"雪迪龙"	"002658"	"sz"
"凯文教育"	"002659"	"sz"
"茂硕电源"	"002660"	"sz"
"克明面业"	"002661"	"sz"
"京威股份"	"002662"	"sz"
"普邦股份"	"002663"	"sz"
"长鹰信质"	"002664"	"sz"
"首航节能"	"002665"	"sz"
"德联集团"	"002666"	"sz"
"鞍重股份"	"002667"	"sz"
"奥马电器"	"002668"	"sz"
"康达新材"	"002669"	"sz"
"国盛金控"	"002670"	"sz"
"龙泉股份"	"002671"	"sz"
"东江环保"	"002672"	"sz"
"西部证券"	"002673"	"sz"
"兴业科技"	"002674"	"sz"
"东诚药业"	"002675"	"sz"
"顺威股份"	"002676"	"sz"
"浙江美大"	"002677"	"sz"
"珠江钢琴"	"002678"	"sz"
"福建金森"	"002679"	"sz"
"*ST长生"	"002680"	"sz"
"奋达科技"	"002681"	"sz"
"龙洲股份"	"002682"	"sz"
"宏大爆破"	"002683"	"sz"
"*ST猛狮"	"002684"	"sz"
"华东重机"	"002685"	"sz"
"亿利达"	"002686"	"sz"
"乔治白"	"002687"	"sz"
"金河生物"	"002688"	"sz"
"远大智能"	"002689"	"sz"
"美亚光电"	"002690"	"sz"
"冀凯股份"	"002691"	"sz"
"ST远程"	"002692"	"sz"
"双成药业"	"002693"	"sz"
"顾地科技"	"002694"	"sz"
"煌上煌"	"002695"	"sz"
"百洋股份"	"002696"	"sz"
"红旗连锁"	"002697"	"sz"
"博实股份"	"002698"	"sz"
"美盛文化"	"002699"	"sz"
"新疆浩源"	"002700"	"sz"
"奥瑞金"	"002701"	"sz"
"海欣食品"	"002702"	"sz"
"浙江世宝"	"002703"	"sz"
"新宝股份"	"002705"	"sz"
"良信电器"	"002706"	"sz"
"众信旅游"	"002707"	"sz"
"光洋股份"	"002708"	"sz"
"天赐材料"	"002709"	"sz"
"慈铭体检"	"002710"	"sz"
"*ST欧浦"	"002711"	"sz"
"思美传媒"	"002712"	"sz"
"东易日盛"	"002713"	"sz"
"牧原股份"	"002714"	"sz"
"登云股份"	"002715"	"sz"
"金贵银业"	"002716"	"sz"
"岭南股份"	"002717"	"sz"
"友邦吊顶"	"002718"	"sz"
"麦趣尔"	"002719"	"sz"
"宏良股份"	"002720"	"sz"
"金一文化"	"002721"	"sz"
"金轮股份"	"002722"	"sz"
"金莱特"	"002723"	"sz"
"海洋王"	"002724"	"sz"
"跃岭股份"	"002725"	"sz"
"龙大肉食"	"002726"	"sz"
"一心堂"	"002727"	"sz"
"特一药业"	"002728"	"sz"
"好利来"	"002729"	"sz"
"电光科技"	"002730"	"sz"
"萃华珠宝"	"002731"	"sz"
"燕塘乳业"	"002732"	"sz"
"雄韬股份"	"002733"	"sz"
"利民股份"	"002734"	"sz"
"王子新材"	"002735"	"sz"
"国信证券"	"002736"	"sz"
"葵花药业"	"002737"	"sz"
"中矿资源"	"002738"	"sz"
"万达电影"	"002739"	"sz"
"爱迪尔"	"002740"	"sz"
"光华科技"	"002741"	"sz"
"三圣股份"	"002742"	"sz"
"富煌钢构"	"002743"	"sz"
"木林森"	"002745"	"sz"
"仙坛股份"	"002746"	"sz"
"埃斯顿"	"002747"	"sz"
"世龙实业"	"002748"	"sz"
"国光股份"	"002749"	"sz"
"龙津药业"	"002750"	"sz"
"易尚展示"	"002751"	"sz"
"昇兴股份"	"002752"	"sz"
